title	tag
IITMandi offers Bachelor of Technology in the Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering, Engineering Physics, Data Science and Engineering, B.Tech-M.Tech Integrated Dual Degree in Bioengineering	mandi
Scholarships offered to students by IIT Mandi please refer to the following link to know more: http://iitmandi.ac.in/academics/scholarship.php.	mandi
To know about government offered scholarships please refer to http://scholarship.gov.in.	mandi
All SC/ST students are exempted from payment of tuition fees.	mandi
Scholarships and other benefits will be awarded in accordance with the rules framed or amended by the Government of India from time to time.	mandi
All girls candidates(irrespective of category) are exempted from tuition fees.	mandi
All female students in the first year of B.Tech will get a complete tuition fee waiver and a scholarship of Rs. 1000/- per month for 10 months, and from second year onwards all female students with CGPA (last two semesters) more than 7 out of 10 would get the scholarship.	mandi
IIT Mandi offers scholarships to economically backward General and OBC students.	mandi
For students with family income less than Rs 1,00,000/- per annum full waiver in tuition fee.	mandi
For students with family income more than Rs. 1,00,000/- and less than Rs. 5,00,000/- per annum, there is a 2/3rd remission.	mandi
To avail General/OBC scholarship, a student must submit valid family income certificate along with notarized Affidavit which is available at https://www.iitmandi.ac.in/hn/academics/files/scholarships/affidavit.pdf	mandi
Fees can be paid at http://iitmandi.ac.in/academics/fees.php.	mandi
Each academic session is divided into an Odd Semester (normally August-November) and an Even Semester (normally February-June).	mandi
There are two vacation semesters (Winter & Summer) and follows a Senate approved schedule of academic activities.	mandi
The duration of the B.Tech. program will be minimum 8 semesters and maximum 12 semesters.	mandi
A student can opt for B.Tech. (Honours) at the end of the fourth or fifth semester of B.Tech program. (subject to the conditions prescribed by the Senate from time to time)	mandi
What about the hotel and the dinning facility?	mandi
What about the mess facility?	mandi
What is a general breakfast like in IIT Mandi?	mandi
What is a general breakfast like in IIT Mandi?	mandi
How are general refreshments available at the mess?	mandi
how many messes are there?	mandi
what other refreshments are available in campus?	mandi
can I buy packaged snacks ?	mandi
how is the food menu and quality regulated	mandi
can feedback be provided based on mess food?	mandi
what are the best rated restaurants in mandi?	mandi
There are good number of the hotels in the Mandi in various ranges suitable for all.Some hotels provide dinning facility but some not.There are some good restaurants and some hygienic dhabhas also.	mandi
Mess is good and hygienic.You will be provided breakfast ,lunch,a light meal in evening and dinner.The food is tasty and lots of variety is given daily.The timing of the mess is according to schedule.The menu is decided by hostel mess Secretary which is chosen by you among selves. 	mandi
The breakfast consist of dosa,various types of parathas with curd and butter,bread omlete,bread jam,alloo puri,pohaa etc	mandi
In lunch you will be daal ,curd,rayta,rice,manchurian,nonveg(chicken),egg curry,paneer,chole bature ,curry and other stuff.The light meal in the evening consist of the samosas,french fries,shakes,pakore,chowmin etc.	mandi
Tea is served in both breakfast and supper.sometimes milk is also served in the breakfast.The timing of the mess is according to schedule.The menu is decided by hostel mess Secretary which is chosen by you among selves. 	mandi
On the IIT-Mandi campus, students, faculty and staff eat their main meals at one of two mess halls, Cedar Mess (D1) or Maple Mess (D2).	mandi
There are canteens, which are like food stalls, and food counter. The counter is in the D1 mess	mandi
and sells sandwiches, dumplings, and various desserts. D2 Mess has a canteen underneath the	mandi
main eating area where many students go for omelettes, sandwiches, and late night desserts. In	mandi
addition there are two more canteens at other locations on campus that serve a variety of	mandi
foods including fried chicken, noodles, and eggs as well as more traditional Indian cuisine.	mandi
Students can go to the provision store on campus and purchase different packaged snacks and	mandi
beverages, or they can buy fresh fruit and vegetable from a stand along the main campus road.	mandi
IIT Mandi has instituted a mess committee that consists of students from each year. All	mandi
committee members are elected, and there is one member elected from each hostel on	mandi
campus. This committee is responsible for managing the menu for the mess halls. They	mandi
communicate with the mess contractor to choose dishes that taste good and use ingredients	mandi
that fall within the contractor’s budget.	mandi
The mess committee sends out a monthly survey to students about food quality and the overall	mandi
mess experience.	mandi
What is the area of IIT Mandi?	mandi
When did students shift to main campus of IIT Mandi?	mandi
What is the location of IIT Mandi?	mandi
How is the weather at IIT Mandi?	mandi
What is the geography of Mandi?	mandi
Where is mandi situated?	mandi
What is the annual rainfall of Mandi?	mandi
does mandi have a snowfall?	mandi
what is Advanced Materials research Centre?	mandi
what kind of research is AMRC focused on?	mandi
how is the condition of central workshop?	mandi
How are the computational facilities at IIT Mandi?	mandi
How are the facilities available at the labs of IIT Mandi?	mandi
How are the medical facilities at IIT Mandi?	mandi
How are medical facilities in mandi town?	mandi
Does the IIT Mandi campus have guest houses?	mandi
How are hostel facilities at IIT Mandi campus?	mandi
Who manages the Hostels?	mandi
What are details of the hostels for boys and girls?	mandi
Do students have any role in management of the campus?	mandi
What are the facilities available in the hostels?	mandi
Are there any bank facilities in the IIT Mandi campus?	mandi
Are provision store available in IIT Mandi campus?	mandi
Are grocery store available in IIT Mandi campus?	mandi
Are stationary store available in IIT Mandi campus?	mandi
How many mess facilities are available in IIT Mandi campus?	mandi
What are the main places available for dining in the campus?	mandi
Does IIT Mandi has day care facilities available?	mandi
What are the sports being practiced in the campus?	mandi
How many basketball courts are there in the campus?	mandi
Who coordinates all the sports facilities?	mandi
What tournaments are sportsperson encouraged to participate in?	mandi
What are the achievements of IIT Mandi in inter-IIT sports tournaments?	mandi
Who organizes the sports fest of iit mandi and what is the name of sports fest of IIT Mandi?	mandi
Does IIT Mandi has a central library?	mandi
Does the library have a collection od AV material?	mandi
Are the library functions automated?	mandi
What is BookNook?	mandi
What are the topics of book available at BookNook?	mandi
Which type of books are available in IIT Mandi ?	mandi
Who runs BookNook ?	mandi
When is BookNook open?	mandi
What are some eminities available in the main campus?	mandi
What is senate?	mandi
What are the decisions taken by the senate?	mandi
Who acts as the ex-officio Chairman of the Senate?	mandi
The total area of IIT Mandi is 538 acres of which about 200 acres is flat land while the rest is mountainous.	mandi
On 23rd September 2012, 108 B.Tech 2nd year students, the Director, few research scholars, 20 faculty and staff with their families shifted to the main campus. Currently, all of the undergraduate students, the Director and 95% of the faculty members reside in the main campus. IIT Mandi is now home to a buzzing community of students, academicians and staff.	mandi
The main campus of IIT Mandi is in Kamand valley. The village is located in Mandi Tehsil of Mandi district in Himachal Pradesh. The village is on the banks of Uhl- a tributary of the river Beas. Kamand is approximately 14 kms from Mandi town.	mandi
There is great variation in the climatic conditions of Himachal due to extreme variation in elevation. The climate varies from hot and sub-humid tropical in the southern tracts to cold, alpine and glacial in the northern and eastern mountain ranges with more elevation.	mandi
These regions enjoys a wet-sub temperate climate of the foot hills (450-900 meters) as against the dry-cold alpine climate with snowfall at higher altitudes (2400-4800 meters).	mandi
Mandi has an average elevation of 1044 meters (3425 feet) and is situated on the banks of Beas. Mandi town falls in the lower most climatic zone of the Himalayas.	mandi
Average annual rainfall of Mandi is 1380 mm.	mandi
There is occasional snowfall in IIT MANDI in winters	mandi
Advanced Materials Research Centre (AMRC) is a multi-disciplinary hub for research facilities at IIT Mandi with a mission to foster basic and applied research in the area of advanced materials dealing with synthesis of new materials, processing, structural, microstructural, thermal, optical and electrical characterizations at various length scales.	mandi
AMRC represents materials focused research in the areas of energy, environment, electronics, magnetism, organic displays, solar cells, drug delivery, nanotechnology etc with participation of faculty members from physics, chemistry, biology and engineering disciplines	mandi
National Knowledge Network is an electronic classroom. National Knowledge Network is used to digitally connect all national universities, colleges and research establishments to create country-wide virtual classrooms.	mandi
A well-equipped Central Workshop with CNC lathe, CNC milling, rapid prototyping machine and conventional machining, welding and foundry equipment caters to the requirements of undergraduate labs, projects and various research activities.	mandi
 The institute has a High-Performance computational facility with 39 nodes based on Intel Xeon processors that have total 404 processor cores, memory of 1.3 TB and 63 TB storage space.	mandi
IIT Mandi has four sophisticated interactive virtual class rooms.	mandi
All the labs are equipped with instruments, which are useful for both teaching and research purposes including Electrical and electronics, Mechanical Design, Thermo-fluids, Physics, BioX, Nanotechnology, Photoresist, Chemistry and Computer Sciences labs have been developed according to the requirements of the curriculums.	mandi
 IIT Mandi has a medical unit consisting of female and male doctors, staff nurses and pharmacist in both the North and South campuses and the medical unit is also equipped with an Ambulance on call round-the-clock.	mandi
Modern healthcare facilities are available in Mandi town with a number of government and private hospitals	mandi
IIT Mandi has studio apartments and guest houses for visitors.	mandi
IIT Mandi has eight hostels spread over the South Campus and the North Campus and the campus is a fully residential complex for students, faculty, staff and visitors.	mandi
Each hostel is managed by a Warden, ably assisted by an Assistant Warden, faculty members, a caretaker and a dedicated team of support staff and guards.	mandi
 IIT Mandi has two Girl's Hostels, Chandrataal in South Campus and Gauri Kund in North Campus.  IIT Mandi has six Boys Hostels, Suvalsar, Parashar, and Nako in South Campus as well as Beaskund, suraj Tal and Dashir in North Campus.	mandi
Students play an important role in the management of the hostels and they are represented by elected secretaries who help the Wardens in the day smooth running of the hostels.	mandi
Messes catering to different hostels provide homely food and Common room in the hostel is equipped with LCD TVs each hostel also has table tennis facilities.	mandi
IIT MANDI has two banks with their ATM facilities including branches of State Bank of India and Punjab National Bank in the main campus.	mandi
A provision store are available in both the South Campus and the North Campus.	mandi
A grocery store are available in both the South Campus and the North Campus.	mandi
A stationary store are available in both the South Campus and the North Campus.	mandi
IIT MANDI has two central mess in South Campus and two central mess in North Campus providing hot meals throughout the year.	mandi
Bakery, Canteen and two cafeterias are the places available for dining in the main campus.	mandi
IIT Mandi Campus school has started functioning at the Salgi Campus of IIT Man	mandi
Daycare facility under the name Mindtree for the children of students, faculty and staff.	mandi
IIT MANDI has two day-cares out of which one day care is located in South campus and other is present in North campus.	mandi
 Basketball, Cricket, Volleyball, Soccer, Hockey, Football, Badminton, Tennis, Table Tennis and Cycling are few sports being practiced in the main campus. Activities like Hiking and Trekking are encouraged under guidance.	mandi
There is one open fullcourt , one indoor fullcourt and several halfcourts in the hostel area for basketball .	mandi
IIT Mandi has a sports council to coordinate all the sports activities and lays special attention on players by providing them with well-experienced coaches and adequate facilities.	mandi
Sportsperson are trained very systematically and are encouraged to participate in various tournaments like Inter-IIT, Sangram, and other inter-college and intra-college tournaments.	mandi
IIT Mandi has participated and got many achievements in the Inter-IIT sports tournament since 2010 and has won 2 medals in team games i.e. bronze in TableTennis women 2014 and bronze in Cricket 2019 and 7 medals in individual Athletics events in 2018 and 2019.	mandi
The Sports Society organizes the annual sports fest of IIT Mandi.	mandi
The name of the sports fest of IIT mandi is Rann-Neeti.	mandi
 IIT Mandi has a Central Library currently houses over 13,200 books and provides access to more than 3500 e-journals.	mandi
The Library also has a very good collection of AV materials, such as CDs and DVDs.	mandi
Library operations are automated using the KOHA LMS.	mandi
BookNook is the recreational library at IIT Mandi, is an initiative by Dr. Priscilla Gonsalves and Dr. Shweta Rao to facilitate good reading habits in the Campus residents.	mandi
Book Nook has books on wide ranging topics and the largest collection in BookNook is fiction running from romances and thrillers to classics and literature.	mandi
IIT Mandi  also has a growing section of books on Himachal Pradesh and local culture including Other popular collections such as advice on improving one’s life, diet, religion, science, innovation, entrepreneurship, history, biography and travel are available.	mandi
Book Nook is run by volunteers from the IIT Mandi community.	mandi
BookNook is open from 11 am to 1 pm and 4 pm to 6:30 pm on weekdays as well as BookNook is open from 11 am to 1 pm on Saturdays.	mandi
some amenities in the main campus a include Gym, Aerobics and Yoga classes.	mandi
The Senate is the topmost decision making body of the institute, having student representatives as a few of its members.	mandi
All the important decisions concerning the institute matters are implemented only after the approval of the Senate.	mandi
The Director of the institute acts as the ex-officio Chairman of the Senate while The student members in the Senate are the Academic Affairs Secretary, the General Secretary and the Research Secretary.	mandi
What is the area of IIT Mandi?	mandi
When did students shift to main campus of IIT Mandi?	mandi
What is the location of IIT Mandi?	mandi
How is the weather at IIT Mandi?	mandi
What is the geography of Mandi?	mandi
Where is mandi situated?	mandi
What is the annual rainfall of Mandi?	mandi
does mandi have a snowfall?	mandi
what is Advanced Materials research Centre?	mandi
what kind of research is AMRC focused on?	mandi
how is the condition of central workshop?	mandi
How are the computational facilities at IIT Mandi?	mandi
How are the facilities available at the labs of IIT Mandi?	mandi
How are the medical facilities at IIT Mandi?	mandi
How are medical facilities in mandi town?	mandi
Does the IIT Mandi campus have guest houses?	mandi
How are hostel facilities at IIT Mandi campus?	mandi
Who manages the Hostels?	mandi
What are details of the hostels for girls?	mandi
What are details of the hostels for boys?	mandi
Do students have any role in management of the campus?	mandi
What are the facilities available in the hostels?	mandi
Are there any bank facilities in the IIT Mandi campus?	mandi
Where can i buy groceries and provisional stuff?	mandi
Are stationary store available in IIT Mandi campus?	mandi
How many mess facilities are available in IIT Mandi campus?	mandi
What are the main places available for dining in the campus?	mandi
What are the sports being practiced in the campus?	mandi
How many basketball courts are there in the campus?	mandi
Who coordinates all the sports facilities?	mandi
What tournaments are sportsperson encouraged to participate in?	mandi
What are the achievements of IIT Mandi in inter-IIT sports tournaments?	mandi
Who organizes the sports fest of iit mandi and what is the name of sports fest of IIT Mandi?	mandi
Is there any IIT Mandi's own sports fest?	mandi
Does IIT Mandi has a library?	mandi
Does the library have a collection of AV material?	mandi
Are the library functions automated?	mandi
What is BookNook?	mandi
What are the topics of book available at BookNook?	mandi
Which type of books are available in IIT Mandi ?	mandi
Who runs BookNook ?	mandi
How many societies do we have in IIT Mandi?	mandi
What is Technical Society?	mandi
What are the clubs under Technical Society?	mandi
How can we join the clubs in Technical society?	mandi
What are the works of Programming club?	mandi
How can we join Programming club?	mandi
What is STAC?	mandi
How can we join STAC?	mandi
What is Entrepreneurship Club?	mandi
How can we join Entrepreneurship Club?	mandi
What is Robotronics Club?	mandi
How can we join Robotronics Club?	mandi
What is Yantrik Club?	mandi
How can we join Yantrik Club?	mandi
What is Nirmaan Club?	mandi
How can we join Nirmaan Club?	mandi
What is SAE?	mandi
How can we join SAE?	mandi
What is Literary Society?	mandi
What are the clubs under Literary Society?	mandi
What is Writing Club?	mandi
What is Debating Club?	mandi
What is Quizzing club?	mandi
What is the Cultural Society?	mandi
What are the clubs under Cultural Society?	mandi
What is Drama club?	mandi
How can we join Drama Club?	mandi
What is UDC?	mandi
What is Uhl Dance crew?	mandi
How can we join UDC?	mandi
How can we join Uhl Dance Company?	mandi
What is PMC?	mandi
What is Photography and Moviemaking Club?	mandi
How can we join PMC?	mandi
How can we join Photography and Moviemaking Club?	mandi
What is Music Club?	mandi
How can we join Music Club?	mandi
What is Designauts?	mandi
How can we join Designauts?	mandi
What is Art Geeks?	mandi
How can we Join Art Geeks?	mandi
What is the Research Society?	mandi
What is SCRI?	mandi
What is IEEE?	mandi
What is ACM?	mandi
What is ACM-W?	mandi
What is Academic Society?	mandi
What is UG Academic Council?	mandi
What is Senate?	mandi
What are the sports facilities at IIT Mandi?	mandi
What is Hiking and Trekking Club(HnT)?	mandi
How can we join Hiking and Trekking(HnT)?	mandi
What about the hotel and the dinning facility?	mandi
What about the mess facility?	mandi
What is a general breakfast like in IIT Mandi?	mandi
What is a general lunch like in IIT Mandi?	mandi
How are general refreshments available at the mess?	mandi
What the timings of mess and who chooses the dishes?	mandi
How many messes are there?	mandi
what other refreshments are available in campus?	mandi
What can i find to eat in the campus?	mandi
can I buy packaged snacks ?	mandi
how is the food menu and quality regulated	mandi
can feedback be provided based on mess food?	mandi
what are the best rated restaurants in mandi?	mandi
How many job offers were made in the recent placement drive at IIT Mandi?	mandi
What is the highest CTC of IIT Mandi?	mandi
Who are the top recuiters of IIT Mandi?	mandi
Which sector has the highest rate of placements at IIT Mandi?	mandi
How many PPOs did students bag at IIT Mandi?	mandi
What are the facilities offered by IIT Mandi for placements?	mandi
Who are the first time recruiters at IIT Mandi Placement drive?	mandi
How many international offers were made at IIT Mandi placement drive?	mandi
What is branch wise trend in terms of placements?	mandi
How many students were placed out of eligible students?	mandi
Which company was the star recuriter in 2020?	mandi
What is the placements rate of IIT Mandi?	mandi
What is the average package of CSE at IIT Mandi?	mandi
where can i find all the statistics about the placement in college?	mandi
How many branches are there in IIT Mandi?	mandi
Are there any scholarships offered by IIT Mandi?	mandi
Where can I find information about scholarships offered by the institute?	mandi
Is there any scholarship available for SC/ST students?	mandi
Is there any scholarship offered to Girl students?	mandi
Does the institute offer scholarships to OBC/General students?	mandi
What is the criteria of scholarship for General and OBC students?	mandi
Which documents are required for the General/OBC scholarship?	mandi
Where can I find the affidavit?	mandi
Where do I pay my fee?	mandi
How many semesters are there at IIT Mandi?	mandi
Are there any vacations?	mandi
What is the duration of B.Tech programme?	mandi
What is B.Tech (Honours)?	mandi
When can I opt for B.Tech(Honours)?	mandi
How many credits are there in B.Tech programmes?	mandi
How many credits are required for Honours?	mandi
What is L-T-P-C?	mandi
What does L-T-P-C mean?	mandi
What is Faculty advisor?	mandi
What is the class committee?	mandi
Is there any branch policy?	mandi
What is eligibility for branch change?	mandi
What is the criteria for branch change?	mandi
What are measures taken against ragging by the institute?	mandi
Is there any ragging case reported in the past?	mandi
What is the minimum requirement of attendance?	mandi
What is the exam pattern for each subject?	mandi
What is the grading system at IIT Mandi?	mandi
What are grade point values of each letter grade?	mandi
What is I grade?	mandi
Where is the result announced?	mandi
What is the difference between SGPA and CGPA?	mandi
What is Minor?	mandi
How many minors can I take?	mandi
What is semester exchange?	mandi
Are there any conditions on taking semester exchange?	mandi
Give some information about the internship.	mandi
Which courses will be taught in first year?	mandi
what is ubuntu?	mandi
Do I need to use Ubuntu or I can use Windows?	mandi
Can I have both Windows and Ubuntu installed on the same computer?	mandi
How to dual-boot Ubuntu and Windows?	mandi
Where can i find a learning guide for Ubuntu?	mandi
When is BookNook open?	mandi
What are some eminities available in the main campus?	mandi
What is senate?	mandi
What does senate do?	mandi
Who acts as the ex-officio Chairman of the Senate?	mandi
The total area of IIT Mandi is 538 acres of which about 200 acres is flat land while the rest is mountainous. 	mandi
On 23rd September 2012, 108 B.Tech 2nd year students, the Director, few research scholars, 20 faculty and staff with their families shifted to the main campus. Currently, all of the undergraduate students, the Director and 95% of the faculty members reside in the main campus. IIT Mandi is now home to a buzzing community of students, academicians and staff.	mandi
The main campus of IIT Mandi is in Kamand valley. The village is located in Mandi Tehsil of Mandi district in Himachal Pradesh. The village is on the banks of Uhl- a tributary of the river Beas. Kamand is approximately 14 kms from Mandi town. 	mandi
There is great variation in the climatic conditions of Himachal due to extreme variation in elevation. The climate varies from hot and sub-humid tropical in the southern tracts to cold, alpine and glacial in the northern and eastern mountain ranges with more elevation.	mandi
These regions enjoys a wet-sub temperate climate of the foot hills (450-900 meters) as against the dry-cold alpine climate with snowfall at higher altitudes (2400-4800 meters).	mandi
Mandi has an average elevation of 1044 meters (3425 feet) and is situated on the banks of Beas. Mandi town falls in the lower most climatic zone of the Himalayas. 	mandi
Average annual rainfall of Mandi is 1380 mm. 	mandi
There is occasional snowfall in IIT MANDI in winters 	mandi
Advanced Materials Research Centre (AMRC) is a multi-disciplinary hub for research facilities at IIT Mandi with a mission to foster basic and applied research in the area of advanced materials dealing with synthesis of new materials, processing, structural, microstructural, thermal, optical and electrical characterizations at various length scales. 	mandi
AMRC represents materials focused research in the areas of energy, environment, electronics, magnetism, organic displays, solar cells, drug delivery, nanotechnology etc with participation of faculty members from physics, chemistry, biology and engineering disciplines	mandi
A well-equipped Central Workshop with CNC lathe, CNC milling, rapid prototyping machine and conventional machining, welding and foundry equipment caters to the requirements of undergraduate labs, projects and various research activities.	mandi
The institute has a High-Performance computational facility with 39 nodes based on Intel Xeon processors that have total 404 processor cores, memory of 1.3 TB and 63 TB storage space.	mandi
All the labs are equipped with instruments, which are useful for both teaching and research purposes including Electrical and electronics, Mechanical Design, Thermo-fluids, Physics, BioX, Nanotechnology, Photoresist, Chemistry and Computer Sciences labs have been developed according to the requirements of the curriculums.	mandi
IIT Mandi has a medical unit consisting of female and male doctors, staff nurses and pharmacist in both the North and South campuses and the medical unit is also equipped with an Ambulance on call round-the-clock. 	mandi
Modern healthcare facilities are available in Mandi town with a number of government and private hospitals 	mandi
IIT Mandi has studio apartments and guest houses for visitors. 	mandi
IIT Mandi has eight hostels spread over the South Campus and the North Campus and the campus is a fully residential complex for students, faculty, staff and visitors.	mandi
Each hostel is managed by a Warden, ably assisted by an Assistant Warden, faculty members, a caretaker and a dedicated team of support staff and guards. 	mandi
IIT Mandi has two Girl's Hostels, Chandrataal in South Campus and Gauri Kund in North Campus.	mandi
IIT Mandi has six Boys Hostels, Suvalsar, Parashar, and Nako in South Campus as well as Beaskund, suraj Tal and Dashir in North Campus. 	mandi
Students play an important role in the management of the hostels and they are represented by elected secretaries who help the Wardens in the day smooth running of the hostels.	mandi
Messes catering to different hostels provide homely food and Common room in the hostel is equipped with LCD TVs each hostel also has table tennis facilities.	mandi
IIT MANDI has two banks with their ATM facilities including branches of State Bank of India and Punjab National Bank in the south campus.	mandi
Mega store just outside campus for basic food stuff and grocery.There is also a fruits and vegetable shop in north campus.	mandi
A stationary store are available in both the South Campus and the North Campus. 	mandi
IIT MANDI has two central messes in South Campus and two central messes in North Campus providing hot meals throughout the year.	mandi
Canteen and two cafeterias are the places available for dining in the both south and north campus. There is a bakery in South campus also.	mandi
Basketball, Cricket, Volleyball, Soccer, Hockey, Football, Badminton, Tennis, Table Tennis and Cycling are few sports being practiced in the main campus. Activities like Hiking and Trekking are encouraged under guidance. 	mandi
There is one open fullcourt , one indoor fullcourt and several halfcourts in the hostel area for basketball .  	mandi
IIT Mandi has a sports council to coordinate all the sports activities and lays special attention on players by providing them with well-experienced coaches and adequate facilities. 	mandi
Sportsperson are trained very systematically and are encouraged to participate in various tournaments like Inter-IIT, Sangram, and other inter-college and intra-college tournaments.	mandi
IIT Mandi has participated and got many achievements in the Inter-IIT sports tournament since 2010 and has won 2 medals in team games i.e. bronze in TableTennis women 2014 and bronze in Cricket 2019 and 7 medals in individual Athletics events in 2018 and 2019. 	mandi
The Sports Society organizes the annual sports fest of IIT Mandi.	mandi
The name of the sports fest of IIT mandi is Rann-Neeti.	mandi
IIT Mandi has a Central Library currently houses over 13,200 books and provides access to more than 3500 e-journals. 	mandi
The Library also has a very good collection of AV materials, such as CDs and DVDs. 	mandi
Library operations are automated using the KOHA LMS.	mandi
BookNook is the recreational library at IIT Mandi, is an initiative by Dr. Priscilla Gonsalves and Dr. Shweta Rao to facilitate good reading habits in the Campus residents. 	mandi
Book Nook has books on wide ranging topics and the largest collection in BookNook is fiction running from romances and thrillers to classics and literature.	mandi
IIT Mandi  also has a growing section of books on Himachal Pradesh and local culture including Other popular collections such as advice on improving one’s life, diet, religion, science, innovation, entrepreneurship, history, biography and travel are available. 	mandi
Book Nook is run by volunteers from the IIT Mandi community. 	mandi
BookNook is open from 11 am to 1 pm and 4 pm to 6:30 pm on weekdays as well as BookNook is open from 11 am to 1 pm on Saturdays.	mandi
some amenities in the main campus a include Gym, Aerobics and Yoga classes.	mandi
The Senate is the topmost decision making body of the institute, having student representatives as a few of its members.	mandi
All the important decisions concerning the institute matters are implemented only after the approval of the Senate. 	mandi
The Director of the institute acts as the ex-officio Chairman of the Senate while The student members in the Senate are the Academic Affairs Secretary, the General Secretary and the Research Secretary.	mandi
IIT Mandi has 8 Societies under the Student Gymkhana.	mandi
Technical Society is a group of technical clubs, such as Programming club,STAC,Entrepreneurship Club,Robotronics Club,Yantrik Club,Nirmaan Club,SAE.	mandi
Technical Society is a group of technical clubs, such as Programming club,STAC,Entrepreneurship Club,Robotronics Club,Yantrik Club,Nirmaan Club,SAE.	mandi
The clubs under Technical Society are open to all.	mandi
Programming Club, aka KamandPrompt is a group of clubs where students can acquire knowledge and gain experience in the field of Competitive Programming, Machine Learning, Artificial Intelligence and Development.For more info visit https://wiki.iitmandi.co.in/p/Programming_Club and https://www.facebook.com/groups/KamandPrompt/?multi_permalinks=1707713859401575	mandi
Programming Club, aka KamandPrompt is a technical club, thus open to all. For more info, visit https://wiki.iitmandi.co.in/p/Programming_Club and https://www.facebook.com/groups/KamandPrompt/?multi_permalinks=1707713859401575	mandi
STAC is a club where one can explore every corner of the technical knowledge they have! The club enables students to not only enhance their knowledge about the different aspects related to astronomy and astrophysics but also use the technologies available to develop their skills that will help them in future. The club was founded by Gurbir Singh and Diler Salva on 5th March 2012. Its activities include observing astronomical objects and bodies, organizing talks about astronomy and astrophysics, doing projects related to space technology. The club organizes two major fests in an academic year: Astrax, an inter-college astro-meet and Zenith, an intra-college astronomy fest. There are various discussions, quizzes, talks, hackathons that STAC organizes throughout the year. For more info visit https://wiki.iitmandi.co.in/p/STAC	mandi
STAC is a technical club, thus open to all. For more info visit https://wiki.iitmandi.co.in/p/STAC	mandi
E-Cell, aka Entrepreneurship Cell, is IIT Mandi’s in-campus organization that aims to instigate the entrepreneurial spirits among our community. As the name celebrates our crazy love for subjects related to business and its disciplines, we always strive to give a glimpse of the world of business and finance by conducting multifarious of events, sessions and competitions. For more info visit https://wiki.iitmandi.co.in/p/Entrepreneurship_Cell	mandi
E-Cell, aka Entrepreneurship Cell, is a technical club, thus open to all.For more info https://wiki.iitmandi.co.in/p/Entrepreneurship_Cell	mandi
Robotronics Club is the official club under Science and Technology Council, IIT Mandi. It is one of the most active clubs created to bring out the creativity among the students and make them familiar with the ever growing world of Robotics. The club provides an entry point and a platform to the students where they can come and learn this amazing field of technology. For more info visit https://wiki.iitmandi.co.in/p/Robotronics_Club.	mandi
Robotronics Club is a technical club, thus open to all. For more info visit https://wiki.iitmandi.co.in/p/Robotronics_Club	mandi
Yantrik is one of the major clubs of IIT Mandi. It comes under the Science and Technology Council. Yantrik conducts various events like junkyard wars, RC races, and even mechatronics workshop. Yantrik is growing with the contribution of new members with each coming year.For more info visit https://wiki.iitmandi.co.in/p/Yantrik_Club	mandi
Yantrik is a technical club, thus open to all.For more info visit https://wiki.iitmandi.co.in/p/Yantrik_Club	mandi
Nirmaan Club is a club of IIT Mandi where someone can explore the beauty of civil engineering by making a prototype or analysing any civil engineering structure. It gives an opportunity where someone can interact with his/her juniors or seniors, where someone can participate as well as organise events or where someone can represent his/her college in inter college events. For more info visit https://wiki.iitmandi.co.in/p/Nirmaan_Club	mandi
Nirmaan Club is a technical club, thus open to all. For more info visit https://wiki.iitmandi.co.in/p/Nirmaan_Club	mandi
It is the collegiate club of SAE ( Society of Automotive Engineers) in IIT Mandi.SAE International, initially established as the Society of Automotive Engineers, is a U.S.-based, globally active professional association and standards developing organization for engineering professionals in various industries.A platform to provide access to the global SAE community.For more info visit https://wiki.iitmandi.co.in/p/SAE	mandi
SAE ( Society of Automotive Engineers) in IIT Mandi is a technical club, thus open to all.	mandi
Literary Society at IIT Mandi Consists of Writing Club, Debating Club, Quizzing Club, for more info visit https://www.facebook.com/literarysocietyiitmandi.	mandi
Literary Society at IIT Mandi Consists of Writing Club, Debating Club, Quizzing Club.	mandi
The writing club of IIT Mandi is a part of Literary Society comprising of the mini authors, poets, shaayars and creative writers of the campus. Being one of the most active clubs of the Gymkhaana it has expanded and grown so much since it's start. A plethora of events and competitions are organized on monthly and semesterly basis. Last year also marked the start of inter-college Literary Fest of IIT Mandi, making it one of the largest literary fests in the Himalayas.For more info visit https://wiki.iitmandi.co.in/p/Writing_Club	mandi
"Going by the name ""The Society of Debaters""(TSOD), the debating club of IIT Mandi is a place where a group of people crowd together, to discuss, to argue and to facilitate their interest on various topics going all round the world. These maybe ethical or moral issues, issues related to politics or business or schemes or maybe sometime just to slander on personal issues. All that can be argued about is all this club shares its interest in. The club organizes a rich profusion of events on monthly and semesterly basis. The club also contributes in ""EXODIA"" the cultural fest and ""RUVAAN"" the literary fest of IIT Mandi and has also shown a dedicated participation in the Inter-IIT cultural meets. For more info visit https://wiki.iitmandi.co.in/p/Debating_Club"	mandi
Qurosity is the quizzing club of IIT Mandi, filled with erudite members who have a staunch to learn or share their knowledge. We conduct quizzes at inter and intra college competitions on monthly and semester basis. For more info visit https://wiki.iitmandi.co.in/p/Quizzing_Club	mandi
Cultural Society at IIT Mandi comprises of Drama Club, UDC(Uhl Dance Company), PMC(Photography and Moviemaking Club), Music Club, Designauts, Art Geeks.	mandi
